Team,In Refine,In Dev,In Test,Ready For Dev,Ready For Test,Ready For Accept
BADLANDS,0.00,0.00,0.00,0.00,0.00,0.00
BADLANDS,0.00,0.00,0.00,0.00,0.00,0.00
BADLANDS,0.00,0.00,0.00,0.00,0.00,0.00
BADLANDS,0.00,0.00,0.00,0.00,0.00,0.00
BADLANDS,0.00,0.00,0.00,0.00,0.00,0.00
BADLANDS,0.00,0.00,0.00,0.00,0.00,0.00
BADLANDS,0.00,0.00,0.00,0.00,0.00,0.00
BADLANDS,0.00,0.00,0.00,0.00,0.00,0.00
ASSESS,102.92,0.04,0.14,0.92,1.09,10.91
ASSESS,69.85,8.06,3.08,4.99,2.94,7.00
ASSESS,0.00,0.00,0.00,61.97,0.00,0.00
ASSESS,26.98,3.01,0.00,59.95,0.00,0.12
ASSESS,0.00,0.00,0.00,88.93,0.00,0.00
ASSESS,0.00,0.00,0.00,49.02,0.00,0.00
ASSESS,26.98,1.36,37.90,4.87,7.01,3.79
ASSESS,0.00,0.11,2.12,71.91,3.79,3.96
ASSESS,78.14,0.00,0.00,0.00,0.00,0.00
ASSESS,0.10,6.05,0.04,10.81,47.18,13.75
ASSESS,0.10,6.98,50.09,3.83,4.18,12.70
ASSESS,0.00,0.00,0.00,71.96,1.97,0.00
ASSESS,0.00,2.02,0.00,69.94,1.97,0.00
ASSESS,73.12,0.00,0.00,0.00,0.00,0.00
ASSESS,0.00,41.97,0.00,28.91,0.00,0.00
ASSESS,0.81,0.00,52.01,0.00,13.94,4.03
ASSESS,0.00,10.05,0.00,45.98,0.03,13.87
ASSESS,0.00,2.01,0.00,33.90,0.00,3.08
ASSESS,0.00,0.00,0.00,48.95,13.00,0.00
ASSESS,0.00,0.00,0.00,56.13,4.77,0.00
ASSESS,5.84,21.24,13.04,5.99,0.81,13.85
ASSESS,0.00,29.02,0.00,18.86,7.17,4.95
ASSESS,6.99,32.95,0.00,0.00,15.15,0.93
ASSESS,0.00,0.20,0.00,2.65,0.00,13.87
ASSESS,0.00,43.04,0.00,0.00,11.98,0.00
ASSESS,0.00,1.12,0.00,40.95,0.00,7.85
ASSESS,0.00,4.29,0.00,29.88,0.00,15.75
ASSESS,15.90,3.00,0.32,11.88,4.96,12.80
ASSESS,0.00,26.28,0.05,8.84,0.67,10.16
ASSESS,0.00,28.43,4.93,8.22,0.41,3.86
ASSESS,5.90,3.65,17.07,3.66,3.80,11.05
ASSESS,13.99,2.96,16.10,0.00,3.05,8.05
ASSESS,0.00,0.00,0.00,29.98,11.98,0.00
ASSESS,5.86,8.95,10.01,0.00,8.96,7.99
ASSESS,0.00,2.99,0.00,15.99,22.19,0.00
ASSESS,1.06,18.98,11.79,9.05,0.12,0.01
ASSESS,5.00,4.04,0.00,30.88,1.02,0.00
ASSESS,7.90,0.22,0.17,21.09,1.68,9.83
ASSESS,8.10,0.00,0.09,0.00,31.87,0.00
ASSESS,0.02,0.00,11.80,28.02,0.11,0.02
ASSESS,14.78,10.76,0.03,0.04,0.44,13.79
ASSESS,0.00,17.99,3.84,0.00,14.00,3.94
ASSESS,17.89,3.06,5.02,0.92,0.23,11.90
ASSESS,4.93,1.29,14.10,14.90,3.78,0.00
ASSESS,4.95,6.00,2.85,9.95,4.14,11.12
ASSESS,0.00,3.92,0.00,31.97,0.02,3.08
ASSESS,0.00,1.05,4.06,12.94,8.17,12.77
ASSESS,4.89,4.98,14.98,9.00,1.28,3.85
ASSESS,0.94,1.02,4.26,17.03,1.00,13.84
ASSESS,0.00,12.65,0.00,0.00,15.37,9.95
ASSESS,0.00,1.06,0.00,9.82,16.95,10.09
ASSESS,0.00,0.00,0.00,32.98,4.08,0.00
ASSESS,0.04,3.98,3.99,10.05,12.00,6.88
ASSESS,7.96,5.00,10.99,0.98,2.05,9.93
ASSESS,13.89,0.00,8.32,0.00,5.03,9.66
ASSESS,6.09,0.00,1.11,6.97,20.93,0.90
ASSESS,17.90,4.00,1.99,5.97,1.23,4.80
ASSESS,1.75,4.99,0.86,0.00,26.19,1.96
ASSESS,9.07,5.01,4.96,8.88,2.27,4.77
ASSESS,0.92,1.02,24.22,0.01,0.93,7.82
ASSESS,0.00,4.99,0.00,17.07,11.98,0.00
ASSESS,0.00,33.07,0.00,0.00,0.00,0.76
ASSESS,0.00,9.14,0.00,20.96,0.01,3.03
ASSESS,0.10,0.05,0.00,8.06,12.71,12.16
ASSESS,0.00,6.98,0.00,22.95,0.20,2.93
ASSESS,0.00,3.98,0.00,0.00,23.18,4.84
ASSESS,0.00,0.00,2.81,26.79,1.38,0.92
ASSESS,18.89,3.01,0.00,2.86,0.02,7.09
ASSESS,0.00,21.26,0.78,5.76,0.00,4.03
ASSESS,0.00,1.93,5.07,12.79,7.15,4.85
ASSESS,4.96,13.99,10.25,0.00,1.97,0.00
ASSESS,23.10,1.08,0.00,6.83,0.00,0.00
ASSESS,0.00,14.93,0.00,0.00,15.15,0.92
ASSESS,0.00,6.16,0.02,22.77,0.85,0.97
ASSESS,0.00,0.00,1.14,17.94,3.04,7.97
ASSESS,6.97,0.89,5.13,13.21,2.87,0.95
ASSESS,0.00,0.00,10.90,0.00,15.25,2.99
ASSESS,5.85,13.98,0.00,1.99,7.01,0.00
ASSESS,5.85,15.83,0.00,0.14,7.01,0.00
ASSESS,0.00,12.92,0.00,5.75,2.23,7.87
ASSESS,1.04,6.99,5.83,8.92,0.14,5.22
ASSESS,0.00,9.00,6.01,2.08,0.06,10.92
ASSESS,0.00,28.00,0.00,0.00,0.00,0.00
ASSESS,5.85,0.00,0.00,21.98,0.01,0.00
ASSESS,0.00,9.03,2.23,0.95,4.03,10.76
ASSESS,0.00,6.76,5.96,1.15,2.31,10.76
ASSESS,8.02,0.12,0.08,0.92,14.96,2.83
ASSESS,1.01,17.94,2.83,0.00,1.25,3.00
ASSESS,0.00,13.19,0.00,7.95,4.76,0.00
ASSESS,0.00,7.93,1.85,0.86,3.55,11.70
ASSESS,0.00,4.96,7.70,6.92,3.25,3.06
ASSESS,0.00,0.70,0.78,13.19,7.25,3.97
ASSESS,0.00,0.08,0.17,14.04,7.76,3.83
ASSESS,0.00,6.96,6.01,0.00,12.01,0.10
ASSESS,4.08,3.94,0.11,6.83,6.25,3.85
ASSESS,0.00,4.26,0.33,7.98,1.69,10.79
ASSESS,5.99,3.94,0.96,9.04,0.25,4.87
ASSESS,0.00,0.00,0.00,24.97,0.00,0.00
ASSESS,0.01,1.14,4.12,17.07,1.77,0.10
ASSESS,0.00,1.07,5.98,14.73,0.99,1.40
ASSESS,0.00,7.10,0.00,17.01,0.00,0.01
ASSESS,0.00,2.00,6.07,1.99,0.18,13.82
ASSESS,0.00,6.68,0.93,3.27,2.33,10.76
ASSESS,0.00,4.03,0.97,13.90,0.01,5.03
ASSESS,3.97,0.00,4.08,15.00,0.00,0.00
ASSESS,0.00,13.98,0.00,1.99,6.02,0.00
ASSESS,0.00,0.00,11.28,0.00,6.91,3.79
ASSESS,0.00,4.05,2.16,7.79,1.06,6.88
ASSESS,1.11,0.00,0.89,7.05,5.95,6.93
ASSESS,0.00,1.22,6.81,4.78,0.02,8.93
ASSESS,0.00,17.33,0.00,3.04,0.00,0.77
ASSESS,0.00,17.33,0.00,3.04,0.00,0.77
ASSESS,0.00,0.00,15.02,0.00,6.03,0.00
ASSESS,0.00,2.08,4.87,0.91,0.19,12.98
ASSESS,13.05,0.00,0.98,0.00,0.96,6.01
ASSESS,0.00,4.08,2.13,6.99,3.94,3.84
ASSESS,0.00,0.00,8.76,0.83,6.17,5.17
ASSESS,0.00,0.05,0.09,16.03,2.85,1.86
ASSESS,0.00,13.09,0.00,0.00,0.00,7.06
ASSESS,0.98,0.00,0.00,3.00,16.12,0.00
ASSESS,0.00,6.96,0.00,6.02,0.04,6.96
ASSESS,0.00,0.00,11.01,0.00,8.94,0.01
ASSESS,0.00,9.00,2.96,0.93,3.27,3.79
ASSESS,0.00,6.82,1.07,0.00,4.04,7.88
ASSESS,0.00,0.00,0.00,3.00,16.12,0.00
ASSESS,0.01,2.15,6.91,5.87,0.20,3.97
ASSESS,0.00,7.10,0.00,11.98,0.00,0.01
ASSESS,0.00,7.10,0.00,11.98,0.00,0.01
ASSESS,0.00,0.26,3.81,0.81,4.02,10.02
ASSESS,0.00,6.15,2.98,0.00,8.90,0.08
ASSESS,0.02,3.29,0.17,7.89,2.75,3.95
ASSESS,0.00,8.22,0.00,5.04,4.76,0.00
ASSESS,4.24,8.22,0.00,0.79,4.76,0.00
ASSESS,4.24,6.24,0.00,2.77,4.76,0.00
ASSESS,0.00,7.22,0.00,6.03,4.76,0.00
ASSESS,0.00,3.95,4.12,0.02,3.00,6.90
ASSESS,0.00,1.15,6.99,0.00,2.88,6.96
ASSESS,0.00,4.06,7.02,0.86,0.00,6.04
ASSESS,0.00,0.06,7.16,0.00,4.82,5.88
ASSESS,0.08,0.01,2.12,7.93,3.79,3.96
ASSESS,0.00,4.70,1.83,7.13,1.29,2.91
ASSESS,0.00,0.93,0.95,0.02,3.87,12.06
ASSESS,0.00,0.00,8.32,4.82,0.90,3.79
ASSESS,4.01,3.00,1.03,3.77,0.00,6.02
ASSESS,0.11,4.73,5.11,0.00,3.01,4.86
ASSESS,4.89,1.08,0.25,0.00,1.86,9.73
ASSESS,0.00,3.24,1.04,0.00,0.00,12.92
ASSESS,14.12,0.00,1.06,1.88,0.02,0.01
ASSESS,0.00,14.00,0.00,0.00,0.00,3.01
ASSESS,0.00,0.00,0.00,17.01,0.00,0.00
ASSESS,0.00,2.84,1.00,0.00,1.99,11.06
ASSESS,3.79,5.09,1.77,1.93,0.15,4.13
ASSESS,0.00,0.30,0.14,1.83,0.83,13.76
ASSESS,0.00,1.93,0.20,0.87,7.08,6.77
ASSESS,3.76,1.22,0.23,7.02,0.70,3.91
ASSESS,0.00,5.25,3.93,2.67,3.07,0.96
ASSESS,0.00,5.01,0.97,0.00,9.06,0.75
ASSESS,8.88,0.00,0.07,0.00,4.07,2.73
ASSESS,0.00,0.00,0.00,15.17,0.00,0.00
ASSESS,0.00,0.00,0.05,5.00,6.96,2.95
ASSESS,0.00,2.26,0.03,0.71,5.00,6.80
ASSESS,0.00,0.00,7.09,0.09,5.85,1.10
ASSESS,0.00,8.79,4.04,0.10,1.03,0.16
ASSESS,0.00,8.22,0.00,1.04,4.76,0.00
ASSESS,0.00,9.14,0.00,4.88,0.00,0.00
ASSESS,0.00,3.03,3.09,3.89,3.97,0.03
ASSESS,0.00,5.94,3.88,0.10,1.99,2.09
ASSESS,0.00,2.03,0.00,11.87,0.06,0.02
ASSESS,0.00,0.00,0.00,13.97,0.00,0.00
ASSESS,0.00,2.20,4.12,0.84,0.76,5.98
ASSESS,0.00,0.20,0.00,3.93,0.76,9.01
ASSESS,0.00,0.00,5.23,0.00,0.92,7.73
ASSESS,0.00,0.73,0.25,7.13,3.98,1.67
ASSESS,0.08,0.02,0.19,7.96,3.78,1.73
ASSESS,0.00,0.00,1.09,1.21,9.72,1.71
ASSESS,0.00,0.11,1.01,7.93,0.92,3.03
ASSESS,0.00,0.00,0.07,0.00,7.08,5.86
ASSESS,0.00,0.00,3.93,0.96,1.04,7.08
ASSESS,0.00,7.13,1.01,0.00,2.08,2.78
ASSESS,0.98,0.01,1.97,0.00,5.25,4.80
ASSESS,0.00,2.09,5.80,0.00,0.11,5.00
ASSESS,0.00,12.90,0.00,0.09,0.00,0.00
ASSESS,0.00,2.07,1.12,5.90,3.00,0.88
ASSESS,6.83,1.10,1.12,0.04,3.01,0.87
ASSESS,0.00,0.00,0.00,12.19,0.00,0.75
ASSESS,0.00,12.18,0.01,0.00,0.00,0.75
ASSESS,0.00,3.89,1.96,1.93,0.05,5.10
ASSESS,0.00,0.07,0.03,2.97,0.95,8.91
ASSESS,0.14,0.84,0.81,0.00,0.23,10.90
ASSESS,0.00,3.17,1.04,0.00,2.82,5.89
ASSESS,0.00,0.00,0.00,0.08,0.00,12.82
ASSESS,0.00,0.00,0.00,0.14,0.75,11.24
ASSESS,0.00,0.82,5.17,5.13,0.99,0.00
ASSESS,0.00,0.00,2.30,4.89,0.99,3.89
ASSESS,0.00,0.93,0.00,0.19,0.81,10.10
ASSESS,5.99,2.20,0.95,0.00,0.01,2.86
ASSESS,0.00,7.25,0.00,0.99,0.00,3.71
ASSESS,0.00,0.87,1.16,0.00,4.04,5.86
ASSESS,0.00,3.98,0.09,1.92,3.03,2.90
ASSESS,0.00,0.00,0.00,0.00,0.82,11.06
ASSESS,0.00,0.02,0.00,0.00,4.87,6.97
ASSESS,0.00,0.00,3.97,7.05,0.79,0.00
ASSESS,0.00,0.05,0.89,0.00,0.02,10.15
ASSESS,0.00,0.91,3.08,0.00,0.00,7.06
ASSESS,0.00,10.99,0.00,0.00,0.00,0.00
ASSESS,4.97,0.00,1.07,0.00,1.15,3.79
ASSESS,0.00,7.01,0.00,3.90,0.00,0.00
ASSESS,0.00,0.00,4.33,0.00,0.78,5.78
ASSESS,0.00,0.00,2.23,0.00,4.81,3.82
ASSESS,0.00,0.72,0.31,0.00,2.94,6.75
ASSESS,0.00,2.98,2.08,1.19,2.96,0.87
ASSESS,0.00,3.14,2.09,1.00,2.85,0.98
ASSESS,0.02,0.00,3.11,0.00,3.91,2.99
ASSESS,0.00,0.00,8.91,0.00,0.18,0.90
ASSESS,0.00,7.97,0.00,1.94,0.00,0.00
ASSESS,0.00,0.00,1.20,3.75,3.01,1.89
ASSESS,0.00,0.00,0.00,9.07,0.00,0.00
ASSESS,0.00,0.00,0.00,9.07,0.00,0.00
ASSESS,0.00,0.20,1.80,6.98,0.00,0.00
ASSESS,0.00,1.21,1.01,1.90,3.78,1.07
ASSESS,0.00,4.83,1.34,0.05,0.91,1.73
ASSESS,0.05,0.00,1.15,0.21,0.76,5.92
ASSESS,0.00,0.00,0.00,0.00,3.25,4.78
ASSESS,0.00,6.10,0.04,0.98,0.10,0.79
ASSESS,0.00,0.75,6.02,1.21,0.02,0.01
ASSESS,0.00,7.08,0.00,0.91,0.00,0.00
ASSESS,0.00,7.98,0.00,0.00,0.00,0.00
ASSESS,0.00,0.00,1.41,0.00,1.95,4.59
ASSESS,0.00,0.09,0.00,0.00,7.78,0.00
ASSESS,0.00,0.00,1.01,0.00,5.82,1.01
ASSESS,7.81,0.00,0.00,0.00,0.00,0.00
ASSESS,0.00,3.82,1.19,0.99,0.00,1.79
ASSESS,0.00,0.22,0.05,2.01,4.87,0.00
ASSESS,0.89,0.00,6.18,0.00,0.03,0.05
ASSESS,0.01,0.08,1.19,0.00,1.89,3.85
ASSESS,0.00,0.00,5.13,0.00,0.78,1.10
ASSESS,0.00,0.00,0.00,0.00,0.00,0.00
ASSESS,1.11,0.00,1.99,0.00,0.05,3.79
ASSESS,0.00,0.02,0.26,0.00,0.88,5.76
ASSESS,0.00,0.00,0.00,2.89,3.97,0.00
ASSESS,0.00,0.00,4.74,0.00,1.07,1.02
ASSESS,0.00,0.00,0.00,0.00,6.04,0.00
ASSESS,0.00,1.04,0.00,0.00,0.19,4.74
ASSESS,0.00,5.00,0.00,0.02,0.88,0.00
ASSESS,0.00,0.00,0.00,0.02,0.00,0.00
ASSESS,0.00,0.00,4.81,0.00,0.00,0.00
ASSESS,0.00,0.00,0.00,0.00,4.80,0.00
ASSESS,0.00,0.00,0.00,0.00,4.80,0.00
ASSESS,0.00,0.00,0.00,0.02,0.00,4.78
ASSESS,0.00,0.00,0.00,0.01,0.00,4.79
ASSESS,0.00,0.00,0.00,0.02,0.00,4.78
ASSESS,0.00,4.47,0.00,0.26,0.00,0.00
ASSESS,4.18,0.00,0.00,0.00,0.00,0.00
ASSESS,0.00,3.88,0.00,0.01,0.11,0.03
ASSESS,0.00,0.00,0.00,0.00,4.01,0.00
ASSESS,0.00,0.00,0.00,0.00,3.25,0.00
ASSESS,0.00,0.00,0.00,0.00,3.25,0.00
ASSESS,0.00,0.00,3.02,0.00,0.04,0.05
ASSESS,0.00,0.00,0.22,0.00,1.76,0.95
ASSESS,0.00,2.78,0.00,0.00,0.00,0.01
ASSESS,0.00,0.00,0.00,0.00,0.00,1.99
ASSESS,0.00,0.00,0.05,0.00,0.20,0.78
ASSESS,0.04,0.00,0.02,0.00,0.00,0.00
ASSESS,0.00,0.00,0.00,0.02,0.00,0.00
ASSESS,0.00,0.00,0.00,0.00,0.00,0.00
ASSESS,0.00,0.00,0.00,0.00,0.00,0.00
ASSESS,0.00,0.00,0.00,0.00,0.00,0.00
ASSESS,0.00,0.00,0.00,0.00,0.00,0.00
ASSESS,0.00,0.00,0.00,0.00,0.00,0.00
ASSESS,0.00,0.00,0.00,0.00,0.00,0.00
ASSESS,0.00,0.00,0.00,0.00,0.00,0.00
ASSESS,0.00,0.00,0.00,0.00,0.00,0.00
ASSESS,0.00,0.00,0.00,0.00,0.00,0.00
ASSESS,0.00,0.00,0.00,0.00,0.00,0.00
ASSESS,0.00,0.00,0.00,0.00,0.00,0.00
ASSESS,0.00,0.00,0.00,0.00,0.00,0.00
ASSESS,0.00,0.00,0.00,0.00,0.00,0.00
ASSESS,0.00,0.00,0.00,0.00,0.00,0.00
ASSESS,0.00,0.00,0.00,0.00,0.00,0.00
ASSESS,0.00,0.00,0.00,0.00,0.00,0.00
ASSESS,0.00,0.00,0.00,0.00,0.00,0.00
ASSESS,0.00,0.00,0.00,0.00,0.00,0.00
ASSESS,0.00,0.00,0.00,0.00,0.00,0.00
ASSESS,0.00,0.00,0.00,0.00,0.00,0.00
ASSESS,0.00,0.00,0.00,0.00,0.00,0.00
ASSESS,0.00,0.00,0.00,0.00,0.00,0.00
ASSESS,0.00,0.00,0.00,0.00,0.00,0.00
ASSESS,0.00,0.00,0.00,0.00,0.00,0.00
ASSESS,0.00,0.00,0.00,0.00,0.00,0.00
ASSESS,0.00,0.00,0.00,0.00,0.00,0.00
ASSESS,0.00,0.00,0.00,0.00,0.00,0.00
ASSESS,0.00,0.00,0.00,0.00,0.00,0.00
ASSESS,0.00,0.00,0.00,0.00,0.00,0.00
ASSESS,0.00,0.00,0.00,0.00,0.00,0.00
ASSESS,0.00,0.00,0.00,0.00,0.00,0.00
ASSESS,0.00,0.00,0.00,0.00,0.00,0.00
ASSESS,0.00,0.00,0.00,0.00,0.00,0.00
ASSESS,0.00,0.00,0.00,0.00,0.00,0.00
ASSESS,0.00,0.00,0.00,0.00,0.00,0.00
ASSESS,0.00,0.00,0.00,0.00,0.00,0.00
ASSESS,0.00,0.00,0.00,0.00,0.00,0.00
ASSESS,0.00,0.00,0.00,0.00,0.00,0.00
ASSESS,0.00,0.00,0.00,0.00,0.00,0.00
ASSESS,0.00,0.00,0.00,0.00,0.00,0.00
ASSESS,0.00,0.00,0.00,0.00,0.00,0.00
ACADIA,0.00,0.02,1.20,0.00,71.62,2.86
ACADIA,57.98,5.04,5.91,28.04,6.98,0.00
ACADIA,27.97,3.78,16.98,41.08,7.99,4.24
ACADIA,27.97,0.99,14.91,42.86,10.05,3.23
ACADIA,23.09,32.75,7.98,34.93,0.98,0.04
ACADIA,57.98,0.00,0.00,32.05,0.00,0.00
ACADIA,57.98,0.00,0.00,23.99,0.00,0.00
ACADIA,0.00,0.89,0.00,65.15,11.97,0.00
ACADIA,23.09,13.01,12.95,26.68,0.00,1.31
ACADIA,4.97,14.26,4.23,37.06,7.69,0.76
ACADIA,0.00,0.80,9.05,36.22,16.99,2.16
ACADIA,0.00,0.98,18.67,35.04,1.02,9.53
ACADIA,4.97,14.82,7.25,31.89,0.02,0.72
ACADIA,0.00,27.78,0.00,20.12,0.00,0.01
ACADIA,40.94,5.15,0.00,0.00,0.00,0.82
ACADIA,33.00,12.15,0.00,0.89,0.00,0.87
ACADIA,0.00,6.22,5.10,30.99,3.73,0.20
ACADIA,1.81,22.95,2.19,4.19,0.90,3.28
ACADIA,0.00,2.07,4.03,23.96,10.79,0.91
ACADIA,0.00,4.05,3.03,25.97,0.06,0.12
ACADIA,4.97,5.09,3.08,15.19,0.63,2.96
ACADIA,18.02,7.04,3.11,0.92,1.96,0.12
ACADIA,0.00,10.02,0.97,18.03,0.09,0.77
ACADIA,0.00,0.07,4.13,22.06,0.70,2.83
ACADIA,0.00,0.00,0.00,28.57,0.00,1.13
ACADIA,0.00,1.16,0.18,25.94,0.84,0.80
ACADIA,14.92,6.04,1.90,1.78,0.11,4.15
ACADIA,8.88,1.87,1.80,16.06,0.09,0.04
ACADIA,0.00,1.18,2.31,21.09,3.37,0.08
ACADIA,10.93,0.07,4.80,9.25,0.81,2.09
ACADIA,20.07,2.89,0.08,0.14,3.78,0.04
ACADIA,1.79,6.98,11.20,2.35,3.75,0.72
ACADIA,0.00,21.29,3.36,0.99,0.60,0.02
ACADIA,4.00,7.09,4.35,8.01,0.83,0.77
ACADIA,18.01,0.78,0.02,1.13,4.97,0.02
ACADIA,0.00,0.32,0.18,22.90,0.70,0.02
ACADIA,0.00,22.03,0.79,0.00,0.21,0.12
ACADIA,2.14,0.00,0.00,20.20,0.00,0.00
ACADIA,0.00,4.34,0.00,9.88,7.61,0.00
ACADIA,0.02,5.99,0.00,15.09,0.00,0.00
ACADIA,0.00,10.87,7.16,0.01,2.99,0.05
ACADIA,2.98,1.04,0.15,9.19,4.73,1.89
ACADIA,0.00,4.91,0.00,12.10,0.02,2.05
ACADIA,0.00,2.98,7.10,7.91,0.95,0.13
ACADIA,0.00,11.73,0.00,7.16,0.00,0.02
ACADIA,11.83,1.03,1.83,0.31,0.79,3.02
ACADIA,0.09,4.00,13.38,0.00,0.76,0.13
ACADIA,3.04,0.01,0.12,8.15,5.68,0.91
ACADIA,0.00,2.32,2.19,6.99,2.61,0.05
ACADIA,0.00,0.04,1.34,11.35,0.53,0.67
ACADIA,0.00,4.63,5.91,0.38,1.01,0.91
ACADIA,0.00,0.31,10.06,0.08,0.63,1.91
ACADIA,0.00,3.00,0.00,9.75,0.00,0.00
ACADIA,1.11,1.18,5.80,3.93,0.10,0.01
ACADIA,0.00,4.17,0.00,5.00,2.81,0.08
ACADIA,0.00,0.00,0.00,11.03,0.00,0.00
ACADIA,0.00,0.15,1.15,5.96,0.82,2.83
ACADIA,0.00,2.86,0.00,0.00,7.04,0.02
ACADIA,0.00,8.02,0.11,0.98,0.00,0.11
ACADIA,0.00,2.03,6.27,0.00,0.00,0.73
ACADIA,0.00,0.00,0.00,0.04,0.04,0.14
ACADIA,0.00,8.89,0.00,0.00,0.00,0.03
ACADIA,0.00,2.76,3.16,1.20,0.03,1.75
ACADIA,0.00,0.18,0.07,0.01,5.79,2.23
ACADIA,0.00,1.86,0.68,5.17,0.31,0.04
ACADIA,0.00,2.27,0.00,0.97,0.75,4.01
ACADIA,0.00,0.89,0.00,2.33,3.82,0.13
ACADIA,0.00,0.00,0.00,1.27,0.69,5.21
ACADIA,0.00,0.00,0.00,1.27,0.69,5.21
ACADIA,0.00,4.55,0.00,0.00,2.36,0.05
ACADIA,0.00,0.79,0.94,5.15,0.00,0.03
ACADIA,0.00,2.07,0.00,4.02,0.02,0.00
ACADIA,0.00,0.98,4.94,0.00,0.00,0.09
ACADIA,0.00,0.00,2.87,0.00,0.00,3.13
ACADIA,0.00,0.87,0.00,4.00,0.03,0.25
ACADIA,0.00,1.06,1.00,0.00,0.00,0.92
ACADIA,0.00,0.00,2.15,0.00,0.00,0.00
ACADIA,0.00,0.02,0.06,0.00,0.66,0.99
ACADIA,0.00,0.00,0.98,0.00,0.00,0.12
ACADIA,0.00,0.00,1.06,0.00,0.00,0.00
ACADIA,0.02,0.00,0.00,0.76,0.00,0.00
ACADIA,0.00,0.00,0.00,0.00,0.00,0.00
ACADIA,0.00,0.00,0.00,0.00,0.00,0.00
ACADIA,0.00,0.00,0.00,0.00,0.00,0.00
ACADIA,0.00,0.00,0.00,0.00,0.00,0.00
ACADIA,0.00,0.00,0.00,0.00,0.00,0.00
ACADIA,0.00,0.00,0.00,0.00,0.00,0.00
ACADIA,0.00,0.00,0.00,0.00,0.00,0.00
ACADIA,0.00,0.00,0.00,0.00,0.00,0.00
ACADIA,0.00,0.00,0.00,0.00,0.00,0.00
ACADIA,0.00,0.00,0.00,0.00,0.00,0.00
ACADIA,0.00,0.00,0.00,0.00,0.00,0.00
ACADIA,0.00,0.00,0.00,0.00,0.00,0.00
ACADIA,0.00,0.00,0.00,0.00,0.00,0.00
ACADIA,0.00,0.00,0.00,0.00,0.00,0.00
ACADIA,0.00,0.00,0.00,0.00,0.00,0.00
ACADIA,0.00,0.00,0.00,0.00,0.00,0.00
ACADIA,0.00,0.00,0.00,0.00,0.00,0.00
ACADIA,0.00,0.00,0.00,0.00,0.00,0.00
